Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Target
1;0;0;46;6;6;13,33;6;6;11,83;Graduate
0;0;0;19;12;12;13;11;11;13,25;Graduate
1;0;0;18;6;4;11,75;6;5;11,2;Enrolled
1;0;1;18;6;6;14,5;6;4;13;Graduate
1;0;1;19;8;7;11,82;8;7;11,82;Graduate
1;0;0;20;6;0;0;6;0;0;Dropout
1;0;1;38;6;5;12,4;6;6;12,67;Graduate
1;0;0;18;6;6;12,57;6;6;11,86;Graduate
1;0;1;18;7;7;13,86;8;8;14,9;Graduate
1;0;0;18;6;5;11,83;6;5;13,8;Graduate
1;0;0;20;5;4;11;5;4;11,5;Enrolled
1;0;0;19;6;6;14,67;6;6;13,67;Graduate
0;0;0;37;4;0;0;5;0;0;Dropout
1;0;0;24;8;7;12,71;8;7;12,71;Enrolled
1;0;0;19;7;7;13,42;8;7;12,19;Graduate
1;0;1;19;6;6;14;6;5;12,2;Dropout
1;0;1;19;7;7;12,14;8;8;13,38;Dropout
1;0;1;18;5;5;12,8;5;5;13;Graduate
1;0;1;18;7;7;14,57;8;8;14,96;Graduate
1;0;0;18;5;4;11,25;5;4;11;Graduate
1;0;1;19;5;2;10;5;4;11,75;Enrolled
1;0;0;18;6;5;14,4;6;4;14,6;Dropout
1;0;0;20;7;7;12,98;8;8;14,46;Graduate
1;0;0;20;6;6;15,75;6;6;13;Graduate
1;0;0;18;6;5;12,29;6;3;14;Dropout
1;0;0;20;7;6;13,76;8;7;13,57;Graduate
1;0;1;18;6;6;13,83;6;6;13,5;Graduate
1;0;0;19;7;0;0;8;0;0;Dropout
1;0;0;18;7;7;14,71;8;8;14,63;Graduate
1;0;0;20;11;11;14,62;9;9;13,7;Graduate
1;0;0;18;7;7;13,68;8;8;14,53;Graduate
1;0;1;19;5;5;13,17;5;5;12,8;Graduate
1;0;0;19;6;5;10,8;6;5;11,33;Graduate
1;0;0;19;5;3;12;5;5;12,83;Graduate
1;0;0;18;7;6;13,96;8;8;14,72;Graduate
1;0;0;19;6;4;13;6;4;12,25;Dropout
1;0;1;24;0;0;0;0;0;0;Graduate
1;0;1;18;0;0;0;0;0;0;Graduate
1;0;1;18;8;7;14;8;7;14;Graduate
1;0;0;18;6;6;12,57;6;6;12,57;Enrolled
1;0;0;19;6;4;12;6;3;11,33;Dropout
1;0;1;35;8;8;13,63;7;7;14;Graduate
1;0;0;19;5;4;12,5;5;4;10;Graduate
1;0;0;28;15;14;12,43;14;11;11,91;Dropout
1;0;0;21;7;7;13,39;8;8;15,9;Graduate
1;0;1;19;7;6;12,65;8;8;12,21;Graduate
1;0;0;19;6;6;14;6;6;13,33;Graduate
1;0;0;18;5;5;12,8;5;5;11,86;Graduate
1;0;0;18;6;6;11,33;6;6;10,83;Graduate
0;0;0;19;7;0;0;8;0;0;Dropout
1;0;1;20;6;6;14,17;6;6;13;Graduate
1;0;0;18;6;6;12,83;6;6;13,83;Graduate
0;0;0;19;7;4;12;7;6;11,83;Dropout
1;0;1;20;6;6;13;6;6;13,14;Dropout
1;0;0;18;7;6;13,39;8;7;12,76;Enrolled
0;0;0;18;6;6;12,33;6;5;13,6;Graduate
1;0;1;21;6;6;12,57;6;6;11,63;Graduate
1;0;1;19;6;6;12,33;6;6;12,83;Graduate
1;0;0;19;6;5;13;6;4;10,75;Graduate
1;0;0;19;5;3;12,33;5;4;10,25;Enrolled
1;0;0;18;6;6;13,17;6;5;14,2;Dropout
1;0;1;18;5;5;13,33;5;5;13,6;Graduate
1;0;0;18;5;4;13;5;5;13,14;Graduate
1;0;0;31;7;5;10,9;8;3;11,7;Dropout
1;0;0;19;5;2;11,5;5;3;10,86;Enrolled
1;0;1;20;6;6;15,86;6;6;16;Graduate
1;0;1;19;5;5;12,6;5;3;13;Dropout
1;0;1;19;6;6;14;6;6;14,57;Graduate
0;0;0;27;5;3;14,67;5;2;13;Dropout
1;0;1;18;6;6;13,67;6;6;14;Graduate
1;0;0;32;6;0;0;6;0;0;Dropout
1;0;0;18;8;7;12,63;8;7;12,63;Graduate
1;0;1;19;8;7;14,23;8;7;14,23;Graduate
1;0;0;19;6;6;15;6;6;14;Enrolled
1;0;0;18;6;2;10;6;0;0;Dropout
1;0;1;18;6;4;12,25;6;4;11;Dropout
0;0;1;24;6;6;13,5;6;6;13;Graduate
1;0;1;19;6;5;12,2;6;6;11,5;Graduate
1;0;0;21;6;0;0;6;0;0;Dropout
1;0;0;19;7;6;12;9;8;12,75;Graduate
1;0;0;19;7;5;12,32;7;5;11,9;Enrolled
1;0;1;36;7;6;12,35;7;5;12,5;Graduate
1;1;0;51;6;0;0;6;0;0;Dropout
1;1;1;20;6;6;11,33;6;4;10,57;Enrolled
0;1;0;29;6;0;0;5;0;0;Dropout
0;1;0;27;6;5;11,6;6;5;12;Dropout
1;1;0;33;5;4;12;5;3;13,67;Enrolled
0;1;0;57;15;12;11,75;14;9;12,22;Dropout
1;1;0;20;6;5;12,8;6;5;11,6;Enrolled
1;1;0;26;5;3;11,33;5;3;13,67;Dropout
0;1;0;27;5;0;0;5;0;0;Enrolled
1;1;0;19;5;5;10,8;5;4;12,25;Graduate
1;1;0;23;6;5;12,5;6;2;13,5;Dropout
1;1;0;27;5;5;15,2;5;5;14,17;Graduate
1;1;1;20;7;7;13,31;8;8;12,58;Graduate
1;0;1;19;12;11;13,09;11;11;12,08;Graduate
0;0;0;19;6;0;0;6;0;0;Dropout
1;0;0;20;6;5;12,2;6;6;11,5;Graduate
1;0;0;33;8;6;12,83;5;4;12;Enrolled
1;0;0;22;15;15;11,2;14;14;12,43;Graduate
1;0;0;18;5;3;12,33;5;4;12;Graduate
1;0;0;27;8;7;15,94;8;7;15,94;Graduate
1;0;0;27;5;0;0;5;0;0;Dropout
1;0;0;19;6;4;10,25;6;6;10,71;Graduate
1;0;1;20;6;5;13,2;6;5;12,83;Enrolled
1;0;1;23;6;6;14,17;6;6;12,5;Graduate
1;0;1;22;23;20;14,58;23;20;14,58;Graduate
1;0;1;18;6;1;10;6;0;0;Dropout
1;0;1;18;6;6;12,29;6;6;11,43;Graduate
1;0;1;31;6;6;14;6;6;12,33;Graduate
1;0;0;19;6;4;11,25;6;0;0;Dropout
1;0;0;19;6;5;11,6;6;6;11,67;Enrolled
1;0;0;24;6;1;12;6;0;0;Dropout
1;0;0;19;7;7;13,47;8;8;13,33;Graduate
1;0;0;19;5;5;12,4;5;5;12,8;Graduate
0;0;0;26;6;3;11,75;6;4;11,5;Dropout
0;1;0;27;0;0;0;0;0;0;Dropout
1;0;0;19;6;6;12;6;6;12,43;Graduate
1;0;0;29;5;5;15,33;5;5;15,4;Dropout
1;0;1;18;8;8;12,32;8;8;12,32;Graduate
1;0;0;19;7;7;13,8;8;8;14,76;Graduate
1;0;0;18;6;6;13,17;6;6;12,5;Enrolled
1;0;1;18;5;5;16,33;5;5;15,4;Graduate
1;0;0;19;0;0;0;0;0;0;Dropout
1;0;0;19;7;7;14,76;8;8;15,37;Graduate
1;0;0;19;6;6;11,67;6;6;12,33;Dropout
1;0;0;19;6;5;12,6;6;5;12,38;Enrolled
1;0;0;19;6;6;11,67;6;6;11,5;Graduate
1;0;1;19;6;6;15;6;6;13,33;Graduate
0;0;0;18;7;0;0;8;0;0;Dropout
1;0;0;20;6;6;13,57;6;6;13,33;Graduate
1;0;0;20;6;5;10,8;6;4;11,5;Graduate
1;0;0;21;5;3;11,33;5;3;13,33;Enrolled
1;0;0;31;10;5;11,4;10;6;12,83;Dropout
1;0;1;20;7;7;10,64;8;8;11,55;Graduate
1;0;1;19;5;3;10,5;5;4;11,75;Enrolled
1;0;0;18;7;6;14,65;7;6;14,65;Graduate
1;0;1;19;7;7;13,71;8;8;14,86;Graduate
1;0;0;30;16;15;12,27;13;13;12,07;Graduate
1;0;0;21;6;6;10,38;6;3;11,67;Enrolled
1;0;0;19;5;5;11;5;5;15,4;Graduate
1;0;0;22;5;5;13,8;5;5;13;Graduate
1;0;1;18;6;6;12,67;6;6;12,83;Graduate
1;0;0;18;6;6;11,75;6;5;12;Graduate
1;0;1;19;8;7;12,79;8;7;12,79;Graduate
1;0;0;18;6;6;14,44;6;6;13,33;Graduate
1;0;0;21;7;6;13,25;8;8;13,84;Enrolled
1;0;0;18;7;7;12,51;8;5;13,2;Enrolled
1;0;0;20;0;0;0;0;0;0;Graduate
1;0;0;18;5;4;12,75;5;4;11,75;Graduate
1;0;0;25;6;6;16,86;6;6;16,5;Graduate
1;0;0;19;6;6;13,17;6;6;15;Graduate
1;0;1;19;6;5;12,2;6;4;11,5;Enrolled
1;0;0;26;6;6;16,5;6;6;14,29;Graduate
1;0;0;21;5;4;11,75;5;5;11,6;Graduate
1;0;0;19;5;1;11;5;0;0;Dropout
1;0;1;19;8;7;15,11;8;7;15,11;Graduate
1;0;1;18;6;6;15,5;6;6;14,29;Graduate
1;0;1;32;10;7;11,14;10;8;12;Graduate
1;0;1;18;6;6;11,33;6;6;11,33;Graduate
1;0;0;20;7;5;12,04;7;6;11,77;Enrolled
1;0;0;20;5;5;11,17;5;4;10,75;Enrolled
1;0;1;39;5;5;10,6;5;4;10,75;Graduate
1;0;0;20;5;4;12,5;5;2;13;Enrolled
0;0;0;18;0;0;0;0;0;0;Dropout
1;0;1;18;6;6;15,67;6;6;13,83;Graduate
1;0;0;21;12;12;15,33;11;11;15;Graduate
1;0;0;18;7;6;12,18;7;6;11,78;Enrolled
1;0;0;18;5;2;10;5;3;11,33;Enrolled
1;0;0;21;14;9;12;12;8;11,25;Graduate
1;0;0;22;5;3;10,33;5;2;10;Dropout
1;1;0;21;6;6;11,17;6;3;14,67;Enrolled
1;1;1;20;6;3;11;6;2;11,33;Enrolled
1;1;1;21;0;0;0;0;0;0;Graduate
1;0;1;20;6;6;12,86;6;5;11,8;Graduate
1;0;0;19;8;7;14,33;8;7;14,33;Graduate
1;0;1;20;6;6;15;6;6;16,33;Graduate
1;0;0;19;5;5;13,6;5;5;12,4;Graduate
1;0;1;18;5;5;12,86;5;4;13,25;Graduate
1;0;0;18;6;2;14,5;6;1;10;Dropout
1;0;0;24;5;3;10,67;5;3;10,5;Dropout
0;0;1;21;6;6;13,43;6;6;11,33;Dropout
1;1;1;18;7;7;11,72;8;4;10,87;Graduate
1;1;1;20;5;4;12;5;5;12,8;Graduate
0;0;0;20;6;5;13,2;6;4;10,75;Dropout
1;0;0;18;6;5;12,2;6;4;12,25;Dropout
1;0;1;25;7;5;12,58;7;6;12,16;Graduate
1;0;1;19;6;5;11,33;6;6;10,83;Enrolled
1;1;0;35;7;0;0;7;0;0;Dropout
1;0;1;19;7;6;12,43;8;8;14;Graduate
1;1;1;18;6;6;13;6;6;13;Dropout
1;1;0;19;8;7;14,54;8;7;14,54;Graduate
1;1;1;19;7;5;11,2;7;5;11,2;Enrolled
1;1;0;18;6;6;16;6;6;13,67;Graduate
1;1;0;24;6;5;13,14;6;3;12,67;Dropout
1;1;0;25;14;11;11,69;10;8;11,14;Graduate
1;1;0;28;5;4;10,5;5;4;11;Enrolled
1;1;1;19;6;6;13,83;6;5;13,67;Graduate
1;1;0;19;5;0;0;5;0;0;Dropout
0;1;1;30;5;0;0;5;0;0;Dropout
1;1;0;19;7;0;0;7;0;0;Dropout
1;1;0;21;5;1;10;5;0;0;Dropout
1;1;0;19;0;0;0;0;0;0;Dropout
0;1;0;29;6;0;0;6;0;0;Dropout
1;1;0;18;6;4;12,6;6;4;13;Dropout
1;1;0;21;5;3;11,25;5;3;11;Enrolled
1;1;0;20;7;7;12,38;7;4;11,25;Dropout
1;1;0;24;10;7;10,71;10;9;12,56;Enrolled
0;1;0;18;6;0;0;6;0;0;Dropout
1;1;0;23;6;5;12;6;5;12,14;Enrolled
1;1;0;19;5;5;12,6;5;3;12,67;Graduate
1;1;0;35;6;0;0;6;0;0;Dropout
1;1;0;20;8;7;12,84;8;7;12,84;Graduate
1;1;0;33;6;0;0;5;0;0;Dropout
1;1;0;18;6;6;14,17;6;6;12,83;Graduate
1;1;0;20;6;6;12,17;6;3;12;Enrolled
1;1;0;19;6;4;10,8;6;3;11;Dropout
1;1;0;18;6;6;13;6;0;0;Dropout
0;1;0;28;5;0;0;5;0;0;Dropout
1;1;0;18;5;5;13;5;5;13,33;Graduate
1;1;0;25;6;6;11,57;6;6;11,57;Dropout
0;1;0;19;6;4;11,5;6;5;11;Dropout
1;1;0;18;6;5;11;6;4;10,75;Graduate
1;1;0;29;6;6;17,11;6;6;15,57;Graduate
1;1;0;18;0;0;0;0;0;0;Enrolled
1;1;1;20;6;6;12,57;6;6;12,17;Graduate
1;1;0;20;6;0;0;6;0;0;Dropout
1;1;0;18;6;6;14,5;6;6;15,17;Graduate
1;1;1;21;6;6;13,5;6;6;12,33;Graduate
0;1;0;18;6;5;11,2;6;2;10;Dropout
1;1;0;20;5;3;10,67;5;4;12,25;Graduate
1;0;0;23;13;9;11;11;7;11,57;Enrolled
1;0;0;26;1;0;0;5;0;0;Dropout
1;0;0;19;5;1;10;5;0;0;Dropout
0;0;1;24;7;5;12,36;8;5;12;Dropout
1;0;1;20;6;6;15,25;6;6;14,71;Graduate
0;0;0;26;5;0;0;5;0;0;Dropout
1;0;0;31;5;1;13;5;4;12,25;Dropout
1;0;0;27;8;8;13,81;8;8;13,81;Graduate
1;0;0;24;6;6;13,29;6;6;12,88;Graduate
1;0;0;23;6;4;11,5;6;4;12,2;Enrolled
1;0;1;20;7;7;11,96;8;8;13,04;Graduate
1;0;0;20;7;6;13,68;8;6;13,12;Graduate
1;0;0;24;8;7;14,99;8;7;14,99;Graduate
1;0;0;39;5;4;11,25;5;4;11,5;Enrolled
1;0;0;18;6;4;12,5;6;5;12,6;Graduate
1;0;0;20;6;0;0;6;0;0;Dropout
1;0;0;18;7;7;13,78;8;8;13,66;Graduate
1;0;0;19;7;7;13,81;8;8;14,27;Graduate
1;0;0;18;5;5;13,8;5;5;12,6;Graduate
1;0;0;22;5;3;12,67;5;4;12;Enrolled
1;0;0;18;7;7;14,42;8;8;13,94;Graduate
1;0;1;18;6;6;13,17;6;6;12,5;Graduate
1;0;0;30;5;3;10,67;5;5;10,4;Enrolled
1;0;0;34;16;14;12,07;13;11;12,27;Graduate
1;0;0;38;6;3;10,25;6;1;12;Dropout
1;0;1;19;8;8;14,11;8;8;14,11;Graduate
1;0;0;19;6;5;12,4;6;3;10,67;Dropout
0;0;0;21;6;6;12;6;6;12;Dropout
1;0;1;18;6;6;14,83;6;6;13,5;Graduate
1;0;1;20;6;6;15,43;6;6;13,5;Graduate
1;0;1;18;5;5;11,6;5;5;11,4;Graduate
1;0;0;18;6;6;14,17;6;6;14;Graduate
1;0;1;36;7;1;9,8;7;0;0;Dropout
1;0;1;18;5;4;10,71;5;4;11;Graduate
1;0;1;21;5;0;0;5;0;0;Dropout
1;0;1;21;6;3;12,33;6;1;13;Dropout
1;0;0;18;6;6;13;6;6;12,25;Graduate
1;0;0;18;5;4;11,4;5;4;11,25;Graduate
1;0;0;19;7;6;12,77;7;6;12,77;Graduate
1;0;0;29;6;5;12,6;6;6;12,67;Graduate
1;0;1;20;7;7;13;5;5;13,4;Graduate
1;0;0;18;7;6;14,32;7;6;14,32;Graduate
1;0;0;19;5;4;12,75;5;5;12;Graduate
1;0;1;19;5;5;13,4;5;5;12,6;Graduate
0;0;0;37;6;0;0;5;0;0;Dropout
1;0;1;18;5;4;15,75;5;5;13,8;Graduate
1;0;0;21;6;5;12,4;6;1;11;Dropout
1;0;1;19;6;6;11,5;6;6;12,33;Graduate
1;0;0;19;5;5;13,4;5;5;14;Graduate
1;0;1;35;5;3;11,67;5;5;11,8;Enrolled
1;0;0;30;7;0;0;8;0;0;Dropout
1;0;0;27;8;7;13,29;7;5;11,6;Dropout
1;0;1;45;6;4;11,5;6;2;10,5;Dropout
1;0;1;50;9;8;13,25;7;7;11,71;Graduate
1;0;0;41;14;11;12,25;10;10;13,4;Graduate
1;0;0;26;7;6;12;7;6;12;Enrolled
1;0;0;44;6;1;12;6;0;0;Dropout
1;0;0;23;15;13;10,92;10;7;11,14;Graduate
1;0;0;34;12;10;12;10;5;11;Dropout
1;0;1;21;5;5;13,71;5;5;14,4;Graduate
1;0;0;22;5;1;10;5;2;13;Dropout
1;0;1;32;6;2;10,33;6;6;11,5;Graduate
1;0;0;20;7;7;12,73;8;8;14,63;Graduate
0;0;0;59;15;12;13,33;8;8;12,88;Dropout
1;0;0;30;11;9;12,22;9;9;11,6;Enrolled
1;0;1;18;6;6;11,33;6;6;10,83;Graduate
1;1;0;25;5;4;11;5;4;12;Enrolled
1;1;0;36;5;5;13,8;5;5;13,8;Graduate
1;1;0;36;7;1;12;7;0;0;Dropout
0;1;0;19;6;4;11,25;6;3;10,17;Dropout
1;1;0;25;5;4;10,5;5;5;12;Graduate
1;1;0;35;18;18;11,56;13;13;11,62;Graduate
1;1;0;20;6;1;14;6;0;0;Dropout
0;1;0;35;6;1;13;6;0;0;Dropout
1;0;0;27;6;2;11;6;1;11;Dropout
1;0;0;18;8;7;13,68;8;7;13,68;Enrolled
1;0;0;23;7;6;12,1;7;6;12,62;Enrolled
1;0;0;19;6;4;10,5;6;4;11,25;Graduate
1;0;1;18;7;5;11,94;7;6;12,8;Enrolled
0;0;0;26;7;4;12,86;7;5;11,57;Dropout
1;0;0;19;6;6;14,25;6;6;14;Graduate
0;0;0;19;7;0;0;8;0;0;Dropout
1;0;0;18;0;0;0;0;0;0;Dropout
1;0;1;19;7;7;13,89;8;8;14,36;Graduate
1;0;1;19;7;7;13,47;8;8;13,31;Graduate
1;0;1;19;5;5;13,6;5;5;14,6;Graduate
1;0;1;21;6;6;14,67;6;6;13,83;Graduate
1;0;0;18;6;6;13,67;6;6;13;Graduate
1;0;0;33;12;10;13,3;11;11;13,73;Graduate
1;0;0;32;11;11;13,45;11;7;12,43;Graduate
1;0;1;17;8;8;13,42;8;8;13,42;Graduate
1;0;0;31;7;0;0;8;0;0;Dropout
1;0;1;32;6;6;11,33;6;5;13;Graduate
1;0;0;18;6;6;16;6;6;14,63;Dropout
1;0;0;31;6;5;11;6;6;10,17;Enrolled
1;1;0;20;6;6;12,86;6;5;12,4;Enrolled
0;1;0;40;5;0;0;5;0;0;Dropout
1;1;0;32;5;5;14,8;5;5;14,2;Graduate
0;1;0;40;5;1;13;5;2;14;Dropout
1;1;1;18;0;0;0;0;0;0;Graduate
0;1;0;28;9;4;10;6;1;10;Dropout
1;1;0;19;6;5;11,2;6;6;12;Graduate
1;1;1;19;6;6;11,83;6;3;13;Graduate
1;1;0;21;5;0;0;5;0;0;Dropout
1;1;0;22;5;2;10,5;5;0;0;Dropout
0;1;0;18;5;5;12,5;5;5;13,57;Dropout
1;1;0;27;0;0;0;0;0;0;Dropout
1;1;0;19;10;5;11;7;2;10;Enrolled
1;1;0;30;10;9;12,33;10;8;12;Graduate
1;1;0;28;6;0;0;6;1;10;Dropout
1;1;1;34;5;1;17;5;2;11;Enrolled
1;1;0;21;5;5;11;5;3;11,43;Enrolled
1;1;1;20;6;5;11,14;6;6;11,57;Graduate
0;1;0;31;8;5;12,17;7;5;12;Dropout
0;1;0;21;5;2;11;5;2;11,5;Dropout
0;1;0;27;5;1;11;5;3;10,67;Dropout
1;1;0;19;6;4;13,25;6;5;11,8;Graduate
1;1;0;21;6;0;0;6;1;10;Enrolled
0;1;0;21;6;2;12,5;6;0;0;Dropout
0;1;0;35;10;7;12,14;9;4;12,25;Dropout
1;1;0;28;5;3;12;5;3;11,33;Dropout
1;1;0;24;6;4;11,25;6;4;10,43;Enrolled
0;1;0;19;4;0;0;6;0;0;Dropout
0;1;0;20;6;5;12,4;6;4;13;Enrolled
1;1;1;20;6;6;12,83;6;6;12,67;Graduate
1;1;0;19;5;1;13;5;2;10;Enrolled
0;1;0;37;7;5;12;7;3;11,67;Dropout
1;1;0;19;6;2;12;6;1;13;Dropout
1;1;0;36;7;0;0;7;0;0;Dropout
1;1;0;29;5;0;0;5;0;0;Dropout
1;1;0;30;6;6;11,38;6;5;11,6;Graduate
1;1;0;32;6;2;12;6;0;0;Dropout
1;1;0;26;6;6;11,83;6;6;11,67;Enrolled
1;1;0;37;6;1;12;6;2;10,5;Dropout
1;1;0;27;6;3;12;6;2;11;Dropout
1;1;1;18;6;6;12,71;6;5;11,83;Graduate
1;1;1;18;8;8;15,3;8;8;15,3;Graduate
0;1;0;32;8;2;11,5;7;0;0;Dropout
1;1;0;20;5;1;13;5;3;12,6;Enrolled
1;1;0;22;6;0;0;6;0;0;Dropout
1;0;0;32;7;0;0;8;0;0;Dropout
1;0;0;21;5;4;11;5;5;12;Enrolled
0;0;0;19;6;3;12,67;6;5;13,13;Dropout
1;0;1;18;6;6;13,5;6;6;14;Graduate
1;0;1;18;5;5;12;5;5;11,4;Graduate
0;0;0;38;5;0;0;5;0;0;Dropout
1;0;0;21;6;5;11,8;6;4;10,5;Dropout
0;0;0;21;6;2;11,5;6;1;13;Dropout
1;1;0;26;5;2;11,5;5;3;12;Enrolled
1;0;0;19;7;6;14,62;7;6;14,62;Graduate
1;0;1;19;8;7;14,06;8;7;14,06;Enrolled
1;0;0;18;6;4;11;6;3;11,33;Dropout
1;0;0;25;5;0;0;5;0;0;Dropout
1;0;0;19;14;7;12,19;14;7;12,19;Graduate
1;0;1;18;6;6;12,83;6;6;12,33;Graduate
1;0;1;19;5;5;12,88;5;5;11,83;Graduate
1;0;1;22;6;6;12,17;6;6;12,5;Graduate
1;0;0;21;6;6;13,43;6;6;12,86;Graduate
1;0;1;21;6;6;14,5;6;6;14,67;Graduate
1;0;1;20;7;7;12,14;7;7;12,86;Graduate
1;0;0;19;5;4;11,25;5;3;11,71;Enrolled
1;0;0;18;7;6;13,9;7;6;13,9;Graduate
1;0;0;26;7;3;13,77;7;3;12,07;Dropout
1;0;0;31;15;13;11,62;14;11;12,55;Dropout
1;0;1;18;6;6;15,17;6;6;14,14;Graduate
1;0;0;35;5;0;0;5;0;0;Dropout
1;0;0;19;5;2;14,5;5;3;11,33;Enrolled
1;0;1;19;6;5;10,8;6;6;10,71;Graduate
1;0;0;18;7;7;14;8;8;14,96;Graduate
1;0;0;20;6;6;13,29;6;6;11,8;Graduate
1;0;1;19;12;12;12,75;11;11;13,25;Graduate
1;0;1;21;6;2;10,5;6;5;12,4;Enrolled
1;0;1;18;7;7;12,71;7;7;12,29;Graduate
1;0;0;23;8;8;12,89;8;8;12,89;Graduate
1;0;1;21;6;5;13;6;6;12,67;Graduate
1;0;1;19;5;5;12,2;5;5;11,2;Graduate
1;0;0;19;5;4;12,8;5;3;14,5;Enrolled
1;0;0;20;11;11;13,79;9;9;13,89;Graduate
1;0;0;18;5;0;0;5;4;13,25;Enrolled
1;0;1;18;8;8;14,5;8;8;14,5;Graduate
1;0;0;19;7;6;14,35;7;6;14,35;Graduate
1;0;1;21;6;6;11,5;6;6;12,33;Graduate
1;0;1;18;6;6;11,71;6;6;14,67;Graduate
1;0;0;20;6;6;13,57;6;5;13,6;Enrolled
1;0;0;18;6;5;13;6;6;13,67;Graduate
1;0;1;18;7;7;13,57;8;8;14,03;Graduate
1;0;0;32;5;5;10,2;5;4;11,25;Enrolled
1;0;0;18;0;0;0;0;0;0;Graduate
1;0;0;19;6;5;12,2;6;5;11,8;Enrolled
1;0;1;18;8;8;14,15;8;8;14,15;Graduate
0;0;0;18;8;0;0;8;0;0;Dropout
1;0;0;20;6;6;13,83;6;6;12,83;Graduate
1;0;0;19;6;6;13,43;6;4;14;Enrolled
1;0;0;19;8;7;12,45;8;7;12,45;Graduate
1;0;0;18;5;1;11;5;0;0;Enrolled
1;0;0;18;7;0;0;8;0;0;Dropout
1;0;1;18;7;6;13,27;8;7;12,94;Graduate
1;0;0;20;7;6;13,55;8;6;14,78;Enrolled
1;0;0;19;6;6;12,17;6;6;12,5;Enrolled
1;0;0;21;6;2;11;6;0;0;Dropout
1;0;1;19;7;7;13,29;7;7;14,43;Graduate
1;0;1;20;6;6;13,33;6;6;14;Graduate
1;0;1;21;8;8;13,26;8;8;13,26;Graduate
1;0;0;23;6;0;0;6;0;0;Dropout
0;0;1;18;6;6;12,67;6;2;11,5;Dropout
1;0;0;30;5;5;14,6;5;5;15,4;Dropout
1;0;0;20;5;0;0;5;0;0;Dropout
0;0;0;29;5;3;12,33;5;0;0;Dropout
1;0;0;24;5;5;10,8;5;2;11;Enrolled
1;0;0;20;6;6;11,67;6;6;11,33;Graduate
1;0;0;27;6;4;12,5;6;6;14,33;Dropout
1;0;0;23;5;0;0;5;0;0;Dropout
1;0;1;23;6;6;15,33;6;6;14,17;Graduate
1;0;0;18;8;7;14,2;8;7;14,2;Graduate
1;0;1;19;6;6;14,83;6;6;14,67;Graduate
1;0;0;19;7;7;13,64;8;8;14,39;Dropout
1;0;1;18;6;6;13,83;6;6;14;Dropout
1;0;0;19;6;6;11,83;6;6;13;Graduate
1;0;1;18;6;6;13,43;6;6;13,5;Graduate
1;0;0;29;13;8;10,5;12;9;10,33;Enrolled
1;0;0;24;7;6;11,42;8;8;11,96;Graduate
1;0;0;19;7;2;12,75;7;2;11;Dropout
1;0;0;19;7;6;11,15;7;7;12,81;Enrolled
1;0;0;19;6;3;11,67;6;5;13,63;Enrolled
1;0;0;20;6;6;11,5;6;5;12,4;Graduate
1;0;0;18;6;6;13,83;6;6;12,67;Graduate
0;0;0;18;6;6;11,71;6;4;11,33;Dropout
1;0;1;19;7;7;11,68;8;7;13,04;Graduate
1;0;0;19;6;6;15,71;6;6;14,67;Dropout
1;0;1;18;0;0;0;0;0;0;Graduate
1;0;1;19;6;6;13;6;6;13;Graduate
1;0;1;18;7;7;14,49;8;8;14,59;Graduate
1;0;0;24;5;5;12,29;5;5;12,13;Enrolled
1;0;0;28;7;4;13,38;7;5;13,5;Enrolled
1;0;0;20;8;7;11,57;8;7;11,57;Graduate
1;0;1;19;8;7;12,66;8;7;12,66;Graduate
0;0;0;22;5;2;10;5;1;10;Dropout
1;0;0;19;6;6;13,71;6;6;13,17;Graduate
1;0;0;36;14;13;13,07;11;11;13;Graduate
1;0;1;19;6;6;15,33;6;6;14;Graduate
1;0;0;18;6;5;11,57;6;6;12,14;Graduate
0;0;0;40;5;0;0;5;0;0;Dropout
1;0;1;19;7;6;12,9;7;6;12,9;Graduate
1;0;0;38;8;5;13,13;8;5;13,13;Enrolled
1;0;0;32;10;4;11,5;9;3;11,67;Dropout
1;0;0;19;6;3;10,33;6;5;11,8;Enrolled
1;0;0;19;6;6;13,5;6;6;13,43;Graduate
1;0;0;35;1;0;0;5;0;0;Dropout
1;0;0;20;5;4;12;4;2;11,5;Enrolled
1;0;0;29;8;7;11,14;8;8;11,38;Graduate
1;0;0;29;5;5;11,4;5;4;10,25;Enrolled
1;0;1;19;8;7;12,77;8;7;12,77;Enrolled
1;0;1;18;8;7;13,8;8;7;13,8;Graduate
0;0;0;25;6;6;13,33;6;6;13,5;Graduate
0;0;0;50;6;0;0;5;0;0;Dropout
1;0;0;24;15;14;11,36;14;13;12,85;Dropout
1;0;0;18;5;0;0;5;0;0;Dropout
1;0;0;20;6;6;15,69;6;5;14,43;Graduate
1;0;1;20;18;18;15,05;13;13;14,54;Graduate
1;0;0;21;10;6;11,5;10;5;12,4;Dropout
1;1;0;28;8;7;11;6;1;10;Enrolled
1;1;1;19;6;6;13;6;6;13,17;Graduate
1;1;1;18;8;8;12,94;8;8;12,94;Graduate
1;1;0;22;0;0;0;0;0;0;Graduate
1;1;0;25;6;0;0;6;0;0;Dropout
0;1;0;37;7;5;13;7;5;12,88;Dropout
